Symbol,     Date,            Expiry,        Open,         High,          Low,         Close,           LTP,             Settle Price,       No. of contracts ,    Turnover Lakhs,             Open Int,               Change in OI,         Underlying Value  
TCS,     06-Nov-2023,     30-Nov-2023,      3386.20,      3406.85,      3377.25,      3400.05,      3406.00            ,3400.05             ,7284.00             ,43260.21                 ,11822650.00             ,179725.00               ,3380.25
TCS,     06-Nov-2023,     28-Dec-2023,      3403.10,      3424.95,      3400.00,      3419.20,      3422.80            ,3419.20             ,280.00              ,1671.94                  ,301350.00               ,5425.00                 ,3380.25
TCS,     06-Nov-2023,     25-Jan-2024,      3410.00,      3434.25,      3410.00,      3431.80,      3434.25            ,3431.80             ,30.00               ,179.54                   ,12950.00                ,700.00                  ,3380.25
TCS,     07-Nov-2023,     30-Nov-2023,      3395.10,      3420.75,      3383.60,      3388.15,      3388.70            ,3388.15             ,8458.00             ,50311.63                 ,12013925.00             ,191275.00               ,3370.45
TCS,     07-Nov-2023,     28-Dec-2023,      3414.85,      3438.10,      3403.65,      3407.85,      3408.40            ,3407.85             ,362.00              ,2167.22                  ,314825.00               ,13475.00                ,3370.45
TCS,     07-Nov-2023,     25-Jan-2024,      3430.95,      3446.50,      3415.05,      3421.00,      3421.00            ,3421.00             ,37.00               ,222.29                   ,16100.00                ,3150.00                 ,3370.45
TCS,     08-Nov-2023,     30-Nov-2023,      3393.90,      3412.70,      3389.05,      3394.60,      3393.85            ,3394.60             ,5812.00             ,34597.45                 ,12036150.00             ,22225.00                ,3381.55
TCS,     08-Nov-2023,     28-Dec-2023,      3414.50,      3431.10,      3408.55,      3413.60,      3411.35            ,3413.60             ,263.00              ,1574.59                  ,323225.00               ,8400.00                 ,3381.55
TCS,     08-Nov-2023,     25-Jan-2024,      3422.00,      3441.15,      3422.00,      3425.00,      3425.00            ,3430.70             ,12.00               ,72.11                    ,15925.00                ,-175.00                 ,3381.55
TCS,     09-Nov-2023,     30-Nov-2023,      3400.65,      3404.35,      3359.10,      3364.50,      3365.50            ,3364.50             ,10384.00            ,61387.07                 ,12590025.00             ,553875.00               ,3347.45
TCS,     09-Nov-2023,     28-Dec-2023,      3410.00,      3421.40,      3380.55,      3384.00,      3387.95            ,3384.00             ,544.00              ,3230.93                  ,365750.00               ,42525.00                ,3347.45
TCS,     09-Nov-2023,     25-Jan-2024,      3424.00,      3426.20,      3396.00,      3397.60,      3398.00            ,3397.60             ,36.00               ,214.69                   ,18375.00                ,2450.00                 ,3347.45
TCS,     10-Nov-2023,     30-Nov-2023,      3349.00,      3361.00,      3337.75,      3347.15,      3351.70            ,3347.15             ,8353.00             ,48918.34                 ,12880350.00             ,290325.00               ,3333.45
TCS,     10-Nov-2023,     28-Dec-2023,      3374.00,      3378.80,      3357.50,      3367.35,      3373.00            ,3367.35             ,801.00              ,4718.23                  ,423500.00               ,57750.00                ,3333.45
TCS,     10-Nov-2023,     25-Jan-2024,      3380.00,      3390.50,      3373.55,      3373.55,      3373.55            ,3380.50             ,53.00               ,313.57                   ,25200.00                ,6825.00                 ,3333.45
TCS,     12-Nov-2023,     30-Nov-2023,      3362.50,      3365.75,      3357.35,      3364.20,      3365.75            ,3364.20             ,1413.00             ,8315.26                  ,12819100.00             ,-61250.00               ,3357.30
TCS,     12-Nov-2023,     28-Dec-2023,      3383.50,      3385.90,      3377.35,      3383.95,      3384.10            ,3383.95             ,115.00              ,680.79                   ,425600.00               ,2100.00                 ,3357.30
TCS,     12-Nov-2023,     25-Jan-2024,      3393.70,      3397.55,      3393.70,      3396.45,      3396.70            ,3396.45             ,11.00               ,65.37                    ,24850.00                ,-350.00                 ,3357.30
TCS,     13-Nov-2023,     30-Nov-2023,      3364.00,      3364.50,      3340.50,      3344.50,      3343.70            ,3344.50             ,4903.00             ,28721.96                 ,13097350.00             ,278250.00               ,3331.55
TCS,     13-Nov-2023,     28-Dec-2023,      3382.00,      3384.25,      3360.05,      3364.00,      3362.90            ,3364.00             ,642.00              ,3783.21                  ,470750.00               ,45150.00                ,3331.55
TCS,     13-Nov-2023,     25-Jan-2024,      3390.00,      3390.00,      3374.80,      3374.80,      3374.80            ,3374.80             ,34.00               ,201.10                   ,29050.00                ,4200.00                 ,3331.55
TCS,     15-Nov-2023,     30-Nov-2023,      3418.00,      3418.00,      3372.55,      3411.20,      3412.45            ,3411.20             ,15823.00            ,94090.63                 ,12902400.00             ,-194950.00              ,3404.30
TCS,     15-Nov-2023,     28-Dec-2023,      3387.75,      3436.10,      3387.70,      3430.45,      3433.00            ,3430.45             ,1201.00             ,7182.71                  ,500850.00               ,30100.00                ,3404.30
TCS,     15-Nov-2023,     25-Jan-2024,      3396.90,      3447.80,      3396.90,      3443.45,      3446.55            ,3443.45             ,108.00              ,648.63                   ,26775.00                ,-2275.00                ,3404.30
TCS,     16-Nov-2023,     30-Nov-2023,      3429.00,      3527.40,      3418.10,      3503.75,      3505.95            ,3503.75             ,33851.00            ,206548.43                ,12185075.00             ,-717325.00              ,3497.85
TCS,     16-Nov-2023,     28-Dec-2023,      3450.05,      3544.70,      3438.00,      3522.30,      3525.25            ,3522.30             ,2731.00             ,16754.84                 ,556850.00               ,56000.00                ,3497.85
TCS,     16-Nov-2023,     25-Jan-2024,      3449.00,      3556.80,      3449.00,      3533.30,      3538.00            ,3533.30             ,185.00              ,1137.96                  ,28350.00                ,1575.00                 ,3497.85
TCS,     17-Nov-2023,     30-Nov-2023,      3505.95,      3525.15,      3495.50,      3510.55,      3508.95            ,3510.55             ,10428.00            ,64115.30                 ,12130825.00             ,-54250.00               ,3502.45
TCS,     17-Nov-2023,     28-Dec-2023,      3528.00,      3544.00,      3515.55,      3528.80,      3527.60            ,3528.80             ,1241.00             ,7671.37                  ,575225.00               ,18375.00                ,3502.45
TCS,     17-Nov-2023,     25-Jan-2024,      3547.65,      3556.20,      3532.00,      3541.30,      3540.70            ,3541.30             ,98.00               ,608.23                   ,33950.00                ,5600.00                 ,3502.45
TCS,     20-Nov-2023,     30-Nov-2023,      3511.90,      3535.00,      3500.30,      3521.15,      3521.30            ,3521.15             ,10463.00            ,64491.97                 ,11856250.00             ,-274575.00              ,3519.60
TCS,     20-Nov-2023,     28-Dec-2023,      3528.15,      3553.50,      3526.80,      3539.85,      3541.05            ,3539.85             ,1893.00             ,11730.79                 ,721700.00               ,146475.00               ,3519.60
TCS,     20-Nov-2023,     25-Jan-2024,      3554.05,      3564.00,      3543.85,      3553.10,      3554.00            ,3553.10             ,64.00               ,398.06                   ,34825.00                ,875.00                  ,3519.60
TCS,     21-Nov-2023,     30-Nov-2023,      3522.35,      3540.80,      3505.55,      3511.90,      3511.00            ,3511.90             ,10980.00            ,67790.44                 ,11531450.00             ,-324800.00              ,3510.20
TCS,     21-Nov-2023,     28-Dec-2023,      3547.70,      3559.00,      3526.25,      3532.30,      3531.35            ,3532.30             ,2491.00             ,15458.98                 ,887950.00               ,166250.00               ,3510.20
TCS,     21-Nov-2023,     25-Jan-2024,      3564.00,      3571.75,      3541.00,      3547.55,      3541.00            ,3547.55             ,89.00               ,554.70                   ,37975.00                ,3150.00                 ,3510.20
TCS,     22-Nov-2023,     30-Nov-2023,      3499.90,      3532.75,      3482.25,      3530.55,      3530.30            ,3530.55             ,14615.00            ,89781.77                 ,11303425.00             ,-228025.00              ,3530.15
TCS,     22-Nov-2023,     28-Dec-2023,      3524.90,      3552.00,      3500.00,      3549.75,      3548.15            ,3549.75             ,3947.00             ,24389.99                 ,1210300.00              ,322350.00               ,3530.15
TCS,     22-Nov-2023,     25-Jan-2024,      3521.00,      3565.30,      3514.35,      3562.85,      3560.25            ,3562.85             ,134.00              ,830.63                   ,40950.00                ,2975.00                 ,3530.15
TCS,     23-Nov-2023,     30-Nov-2023,      3526.25,      3542.90,      3500.55,      3506.90,      3505.00            ,3506.90             ,14571.00            ,89689.49                 ,10470600.00             ,-832825.00              ,3508.25
TCS,     23-Nov-2023,     28-Dec-2023,      3544.75,      3561.95,      3521.55,      3527.45,      3526.00            ,3527.45             ,5414.00             ,33505.94                 ,1742125.00              ,531825.00               ,3508.25
TCS,     23-Nov-2023,     25-Jan-2024,      3560.20,      3576.30,      3534.60,      3540.75,      3540.15            ,3540.75             ,120.00              ,746.31                   ,49875.00                ,8925.00                 ,3508.25
TCS,     24-Nov-2023,     30-Nov-2023,      3499.00,      3509.45,      3460.10,      3464.75,      3462.25            ,3464.75             ,18853.00            ,115011.85                ,9003400.00              ,-1467200.00             ,3457.10
TCS,     24-Nov-2023,     28-Dec-2023,      3521.80,      3530.00,      3480.55,      3483.60,      3481.60            ,3483.60             ,14401.00            ,88328.92                 ,3373650.00              ,1631525.00              ,3457.10
TCS,     24-Nov-2023,     25-Jan-2024,      3529.10,      3542.45,      3495.25,      3498.95,      3497.00            ,3498.95             ,218.00              ,1339.62                  ,72800.00                ,22925.00                ,3457.10
TCS,     28-Nov-2023,     30-Nov-2023,      3464.45,      3478.65,      3437.75,      3468.20,      3478.50            ,3468.20             ,23491.00            ,142042.29                ,6037150.00              ,-2966250.00             ,3470.15
TCS,     28-Nov-2023,     28-Dec-2023,      3481.60,      3498.70,      3458.00,      3487.30,      3497.60            ,3487.30             ,23840.00            ,144948.08                ,6406925.00              ,3033275.00              ,3470.15
TCS,     28-Nov-2023,     25-Jan-2024,      3490.00,      3515.90,      3475.00,      3508.95,      3515.90            ,3508.95             ,337.00              ,2057.46                  ,99750.00                ,26950.00                ,3470.15
TCS,     29-Nov-2023,     30-Nov-2023,      3476.50,      3514.10,      3474.20,      3510.65,      3510.95            ,3510.65             ,23033.00            ,141226.13                ,2951900.00              ,-3085250.00             ,3513.75
