Symbol,     Date,            Expiry,        Open,         High,          Low,         Close,           LTP,             Settle Price,       No. of contracts ,    Turnover Lakhs,             Open Int,               Change in OI,         Underlying Value  
TCS,     29-Nov-2023,     28-Dec-2023,      3478.40,      3535.75,      3478.40,      3532.20,      3531.65            ,3532.20             ,25371.00            ,156499.71                ,9516850.00              ,3109925.00              ,3513.75
TCS,     29-Nov-2023,     25-Jan-2024,      3514.20,      3552.00,      3514.20,      3548.40,      3550.00            ,3548.40             ,358.00              ,2218.97                  ,130200.00               ,30450.00                ,3513.75
TCS,     30-Nov-2023,     30-Nov-2023,      3499.00,      3510.45,      3416.70,      3490.60,      3481.00            ,3487.65             ,20353.00            ,124472.25                ,374150.00               ,-2577750.00             ,3487.60
TCS,     30-Nov-2023,     28-Dec-2023,      3531.65,      3533.15,      3508.90,      3514.25,      3513.15            ,3514.25             ,28357.00            ,174562.15                ,11985750.00             ,2468900.00              ,3487.60
TCS,     30-Nov-2023,     25-Jan-2024,      3552.00,      3552.00,      3526.45,      3532.85,      3530.70            ,3532.85             ,320.00              ,1980.19                  ,165375.00               ,35175.00                ,3487.60
TCS,     01-Dec-2023,     28-Dec-2023,      3513.95,      3532.00,      3506.15,      3528.05,      3527.70            ,3528.05             ,8662.00             ,53342.02                 ,11882325.00             ,-103425.00              ,3511.65
TCS,     01-Dec-2023,     25-Jan-2024,      3535.35,      3548.00,      3524.90,      3544.40,      3545.45            ,3544.40             ,265.00              ,1639.45                  ,170800.00               ,5425.00                 ,3511.65
TCS,     01-Dec-2023,     29-Feb-2024,      3552.00,      3573.70,      3532.35,      3567.50,      3573.70            ,3567.50             ,12.00               ,74.69                    ,1750.00                 ,1750.00                 ,3511.65
TCS,     04-Dec-2023,     28-Dec-2023,      3547.45,      3558.05,      3525.25,      3533.60,      3536.75            ,3533.60             ,11044.00            ,68399.14                 ,11739350.00             ,-142975.00              ,3512.45
TCS,     04-Dec-2023,     25-Jan-2024,      3549.00,      3578.50,      3543.10,      3551.95,      3557.40            ,3551.95             ,346.00              ,2153.74                  ,187250.00               ,16450.00                ,3512.45
TCS,     04-Dec-2023,     29-Feb-2024,      3573.75,      3589.90,      3566.90,      3573.60,      3577.00            ,3573.60             ,42.00               ,262.84                   ,5775.00                 ,4025.00                 ,3512.45
TCS,     05-Dec-2023,     28-Dec-2023,      3545.60,      3548.40,      3515.05,      3543.60,      3545.05            ,3543.60             ,8550.00             ,52818.90                 ,11608975.00             ,-130375.00              ,3531.60
TCS,     05-Dec-2023,     25-Jan-2024,      3560.00,      3563.00,      3532.60,      3558.95,      3560.10            ,3558.95             ,335.00              ,2079.03                  ,191625.00               ,4375.00                 ,3531.60
TCS,     05-Dec-2023,     29-Feb-2024,      3565.45,      3585.00,      3558.00,      3585.00,      3585.00            ,3585.00             ,20.00               ,124.91                   ,7525.00                 ,1750.00                 ,3531.60
TCS,     06-Dec-2023,     28-Dec-2023,      3546.40,      3634.90,      3545.00,      3627.00,      3627.50            ,3627.00             ,19049.00            ,119858.21                ,11641525.00             ,32550.00                ,3604.10
TCS,     06-Dec-2023,     25-Jan-2024,      3574.00,      3650.00,      3561.40,      3645.25,      3645.45            ,3645.25             ,925.00              ,5838.88                  ,185675.00               ,-5950.00                ,3604.10
TCS,     06-Dec-2023,     29-Feb-2024,      3595.00,      3673.25,      3590.00,      3665.45,      3667.00            ,3665.45             ,75.00               ,477.51                   ,11725.00                ,4200.00                 ,3604.10
TCS,     07-Dec-2023,     28-Dec-2023,      3626.90,      3643.55,      3607.30,      3630.70,      3633.00            ,3630.70             ,12575.00            ,79886.43                 ,11440975.00             ,-200550.00              ,3614.90
TCS,     07-Dec-2023,     25-Jan-2024,      3642.30,      3659.50,      3625.00,      3646.30,      3649.20            ,3646.30             ,365.00              ,2329.15                  ,187425.00               ,1750.00                 ,3614.90
TCS,     07-Dec-2023,     29-Feb-2024,      3659.20,      3680.50,      3653.05,      3674.10,      3674.10            ,3671.55             ,36.00               ,231.08                   ,12075.00                ,350.00                  ,3614.90
TCS,     08-Dec-2023,     28-Dec-2023,      3643.75,      3662.05,      3621.75,      3644.45,      3643.90            ,3644.45             ,10692.00            ,68131.49                 ,11373775.00             ,-67200.00               ,3626.70
TCS,     08-Dec-2023,     25-Jan-2024,      3655.00,      3678.00,      3639.45,      3662.10,      3660.00            ,3662.10             ,540.00              ,3456.84                  ,193900.00               ,6475.00                 ,3626.70
TCS,     08-Dec-2023,     29-Feb-2024,      3678.95,      3689.75,      3652.55,      3685.50,      3683.05            ,3685.50             ,47.00               ,302.60                   ,13300.00                ,1225.00                 ,3626.70
TCS,     11-Dec-2023,     28-Dec-2023,      3638.40,      3661.00,      3634.50,      3653.80,      3651.65            ,3653.80             ,7464.00             ,47660.34                 ,11326700.00             ,-47075.00               ,3642.90
TCS,     11-Dec-2023,     25-Jan-2024,      3660.00,      3679.10,      3652.55,      3670.05,      3667.20            ,3670.05             ,334.00              ,2142.37                  ,207725.00               ,13825.00                ,3642.90
TCS,     11-Dec-2023,     29-Feb-2024,      3685.50,      3697.75,      3677.00,      3685.00,      3685.00            ,3697.20             ,16.00               ,103.23                   ,13825.00                ,525.00                  ,3642.90
TCS,     12-Dec-2023,     28-Dec-2023,      3636.15,      3714.70,      3636.15,      3685.70,      3680.00            ,3685.70             ,14556.00            ,94029.74                 ,10959375.00             ,-367325.00              ,3672.10
TCS,     12-Dec-2023,     25-Jan-2024,      3668.40,      3730.00,      3668.35,      3701.30,      3695.20            ,3701.30             ,997.00              ,6472.08                  ,206325.00               ,-1400.00                ,3672.10
TCS,     12-Dec-2023,     29-Feb-2024,      3704.00,      3752.00,      3698.85,      3727.65,      3723.00            ,3727.65             ,76.00               ,496.37                   ,15750.00                ,1925.00                 ,3672.10
TCS,     13-Dec-2023,     28-Dec-2023,      3670.00,      3670.00,      3586.75,      3616.25,      3619.00            ,3616.25             ,17909.00            ,113472.38                ,10806250.00             ,-153125.00              ,3593.55
TCS,     13-Dec-2023,     25-Jan-2024,      3682.65,      3685.00,      3603.00,      3633.95,      3634.30            ,3633.95             ,2028.00             ,12881.01                 ,335650.00               ,129325.00               ,3593.55
TCS,     13-Dec-2023,     29-Feb-2024,      3700.00,      3700.00,      3630.00,      3658.55,      3660.00            ,3658.55             ,136.00              ,869.46                   ,28175.00                ,12425.00                ,3593.55
TCS,     14-Dec-2023,     28-Dec-2023,      3655.00,      3701.05,      3641.15,      3692.20,      3695.60            ,3692.20             ,18595.00            ,119944.88                ,10909500.00             ,103250.00               ,3667.25
TCS,     14-Dec-2023,     25-Jan-2024,      3665.00,      3716.90,      3656.95,      3710.40,      3712.05            ,3710.40             ,1840.00             ,11920.64                 ,348075.00               ,12425.00                ,3667.25
TCS,     14-Dec-2023,     29-Feb-2024,      3680.00,      3743.00,      3680.00,      3735.10,      3737.15            ,3735.10             ,126.00              ,821.75                   ,29925.00                ,1750.00                 ,3667.25
TCS,     15-Dec-2023,     28-Dec-2023,      3696.05,      3899.25,      3691.05,      3875.50,      3883.10            ,3875.50             ,41932.00            ,280126.87                ,10969350.00             ,59850.00                ,3861.00
TCS,     15-Dec-2023,     25-Jan-2024,      3712.50,      3915.00,      3712.45,      3892.80,      3897.35            ,3892.80             ,4266.00             ,28590.06                 ,384475.00               ,36400.00                ,3861.00
TCS,     15-Dec-2023,     29-Feb-2024,      3744.00,      3935.00,      3744.00,      3919.55,      3932.05            ,3919.55             ,311.00              ,2098.77                  ,28350.00                ,-1575.00                ,3861.00
TCS,     18-Dec-2023,     28-Dec-2023,      3868.40,      3946.85,      3848.65,      3865.90,      3864.70            ,3865.90             ,19510.00            ,132622.93                ,10396050.00             ,-573300.00              ,3859.20
TCS,     18-Dec-2023,     25-Jan-2024,      3885.00,      3962.95,      3865.20,      3885.10,      3884.00            ,3885.10             ,3028.00             ,20678.52                 ,509775.00               ,125300.00               ,3859.20
TCS,     18-Dec-2023,     29-Feb-2024,      3911.55,      3987.60,      3894.15,      3912.00,      3911.45            ,3912.00             ,255.00              ,1753.74                  ,37975.00                ,9625.00                 ,3859.20
TCS,     19-Dec-2023,     28-Dec-2023,      3856.55,      3865.85,      3805.00,      3828.10,      3826.40            ,3828.10             ,13628.00            ,91302.53                 ,10230500.00             ,-165550.00              ,3816.20
TCS,     19-Dec-2023,     25-Jan-2024,      3885.90,      3888.05,      3825.00,      3847.00,      3843.65            ,3847.00             ,2389.00             ,16080.01                 ,618450.00               ,108675.00               ,3816.20
TCS,     19-Dec-2023,     29-Feb-2024,      3894.55,      3895.45,      3855.10,      3876.10,      3878.00            ,3876.10             ,118.00              ,800.49                   ,43400.00                ,5425.00                 ,3816.20
TCS,     20-Dec-2023,     28-Dec-2023,      3842.75,      3914.55,      3782.10,      3795.35,      3790.35            ,3795.35             ,23869.00            ,161082.98                ,10533250.00             ,302750.00               ,3780.05
TCS,     20-Dec-2023,     25-Jan-2024,      3862.50,      3932.00,      3801.40,      3814.00,      3809.25            ,3814.00             ,5493.00             ,37237.47                 ,868525.00               ,250075.00               ,3780.05
TCS,     20-Dec-2023,     29-Feb-2024,      3904.00,      3960.00,      3833.75,      3843.00,      3835.00            ,3843.00             ,219.00              ,1497.12                  ,40600.00                ,-2800.00                ,3780.05
